Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Carlingford Castle,https://carlingfordheritagecentre.com/portfolio/king-johns-castle/,353429000000,-6.1868336,54.0432392,Louth,Carlingford,Ireland,"Castle,Historic Houses and Castle,Ruins"
Powerscourt Waterfall,http://powerscourt.com/waterfall,35312046000,-6.210467,53.1466794,Wicklow,Enniskerry,Ireland,"Walking,Natural Landscape,Fast Food,Food and Drink,Restaurant"
Oileán Chloigeann (Claggan Island),,,-9.9527711,54.173036,Mayo,,Ireland,Discovery Point
The Quiet Man Cottage,https://www.peacockes.ie/facilities/the-quiet-man,35391552306,-9.5390099,53.4560097,Galway,Lurgan,Ireland,Museums and Attraction
Clare Island Yoga Retreat Centre,https://macallafarm.ie/,+353(0)9825412,-9.988141954,53.79245548,Mayo,Clare Island,Republic of Ireland,"Food and Drink,Restaurant,Cooking,Cookery,Learning,Horse Riding,Equestrian,Activity Operator,Fitness and Leisure,Venue,Visitor Farm,Local Produce,Vegetarian"
St. Luke's Church,http://www.liveatstlukes.com/,,-8.457078,51.904255,Cork,Cork City,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Venue,Music"
O'Reilly Theatre,http://www.oreillytheatre.com,+353(0)1858 6690,-6.262116,53.35551,Dublin,,Republic of Ireland,"Literary Ireland,Venue,Music,Food Shops,Shopping"
Cois na hAbhann Garden Home and Lifestyle Centre,http://www.coisnahabhann.ie,353539000000,-6.417507,52.620097,Wexford,Camolin,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Cafe,Food and Drink"
Knockroe Passage Tomb,http://www.megalithicireland.com/Knockroe%20Passage%20Tomb.html,,-7.3995595,52.4319092,Kilkenny,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Ballinastoe and Lower Vartry Reservoir Slí na Sláinte,http://www.irishheart.ie/iopen24/walking-routes-t-8_197_200_208_210.html,,-6.202243035,53.091233,Wicklow,Roundwood,Ireland,"Walking,Natural Landscape"
Carrablagh House,http://www.donegalgardentrail.com/site/?page_id=2558,353749000000,-7.6113499,55.2220383,Donegal,Portsalon,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Garryhill House,https://www.buildingsofireland.ie/buildings-search/building/10301651/garryhill-house-garryhill-county-carlow,353600000000,-6.848067,52.678048,Carlow,Bagenalstown,Republic of Ireland,"Castle,Historic Houses and Castle"
Leixlip Castle,http://intokildare.ie/listing/leixlip-castle,35316244430,-6.4906293,53.3620101,,,Ireland,"Agriculture,Nature and Wildlife,Photography,Learning,Walking,Historic Houses and Castle,Castle,Gardens,Garden,Tour"
Peter Cox Photography Gallery,http://www.petercox.ie/,353647000000,-9.5085599,52.0586039,Kerry,Killarney,Ireland,"Craft,Shopping,Photography,Learning,Art Gallery"
Arklow Maritime Museum,http://www.arklowmaritimeheritage.ie,353864000000,-6.1493991,52.7985048,Wicklow,Ferrybank,Ireland,Museums and Attraction
Island Roy - Oileán Ruaidh,http://www.donegalislands.com,+353(0)749121160,-7.790264831,55.18838938,Donegal,,Republic of Ireland,"Island,Offshore Island"
Lusk Round Tower,https://www.heritageireland.ie/en/midlands-eastcoast/luskheritagecentre/,+353(0)18331618,-6.167107,53.526025,Dublin,Lusk,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Victor's Way,http://victorsway.eu,35312818505,-6.2197346,53.0860515,Wicklow,,Ireland,"Gardens,Garden"
Cé Dhún Chaoin (Dunquin Pier),,,-10.460014,52.125193,Kerry,Dingle Peninsula,Ireland,Embarkation Point
James Clarence Mangan,http://www.visitdublin.com,+353(0)16057700,-6.259664,53.338458,Dublin,Dublin City,Republic of Ireland,"Public Sculpture,Literary Ireland"
The National 1798 Rebellion Centre,http://www.1798centre.ie,353539000000,-6.5693797,52.4967188,Wexford,Enniscorthy,Ireland,"Covid Safety Charter,Museums and Attraction,Tour"
Garraí Fadó Garden,https://www.facebook.com/Garra%C3%AD-Fad%C3%B3-Garden-Beara-156532801063072,3532774844,-9.955257441,51.68546683,Cork,Eyeries,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Food Shops,Shopping"
Cé Mhachaire Uí Rabhartaigh  (Min Larach Harbour),,,-8.1746006,55.146192,Donegal,,Ireland,Embarkation Point
Dingle Whiskey Distillery,http://dingledistillery.ie,353664000000,-10.2892974,52.1418288,Kerry,,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Learning,Museums and Attraction,Food Trails and Tour,Tour"
The Warren Beach,http://www.blueflagireland.org/,+353(0)238833226,-8.998822828,51.56596951,Cork,Rosscarbery,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Natural Landscape"
Inis Mór (Inishmore) Seaport,,,-9.719242279,53.13713245,Galway,Aran Islands,Ireland,"Restaurant,Bird Watching,Nature and Wildlife,Cycling,Shopping,Shopping Centres and Department Store,Swimming,Swimming Pools and Water Park,Venue,Walking,Discovery Point,Island,Offshore Island,Local Produce,Food and Drink,Pubs and Bar"
Irish Jewish Museum,http://www.jewishmuseum.ie/,+353(0)14531797,-6.269414,53.330748,Dublin,South Circular Road,Republic of Ireland,"Learning,Tracing Your Ancestors,Museums and Attraction,Tour"
The Hooker Brewery,http://www.galwayhooker.ie,353878000000,-8.92873146,53.2693066,Galway,Oranmore,Republic of Ireland,Museums and Attraction
Woodstock Gardens and Arboretum,http://www.woodstock.ie,353879000000,-7.0603038,52.4751006,Kilkenny,Inistioge,Ireland,"Walking,Gardens,Garden,Cafe,Food and Drink"
Jenkinstown Wood - Walled Garden Loop,http://www.irishtrails.ie/Trail/Jenkinstown-Wood---Walled-Garden-loop/124/,,-7.289804987,52.73050689,Kilkenny,Jenkinstown,Ireland,"Walking,Gardens,Garden,Natural Landscape"
Cnoc Fola,,,-8.2895011,55.137202,Donegal,,Ireland,Discovery Point
Wicklow Wolf Brewing Co.,http://wicklowwolf.com,35315676993,-6.1067405,53.2050307,Wicklow,Bray,Ireland,"Museums and Attraction,Shopping,Tour"
Ross Errilly Abbey,https://www.franciscans.ie/friaries/ross-errilly-abbey-co-galway,,-9.1315965,53.4797405,Galway,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
An Fál Mór (Falmore),,,-10.085653,54.09554,Mayo,,Ireland,Discovery Point
Vanda Art Gallery,http://www.vandaluddy.com,353873000000,-9.052645,53.273518,Galway,,Ireland,"Craft,Shopping,Art Gallery"
Lodge Park Walled Garden,http://www.steam-museum.com/index.html,35316288412,-6.5991458,53.311618,Kildare,Straffan,Ireland,"Walking,Gardens,Garden,Cafe,Food and Drink"
The Thomas Fitzgerald Centre,https://www.limerick.ie/discover/eat-see-do/history-heritage/visitor-heritage-centres/thomas-fitzgerald-centre,353852000000,-8.5491367,52.4788934,Limerick,Newtown,Ireland,"Tracing Your Ancestors,Museums and Attraction,Tour"
Molly Malone,http://www.talkingstatuesdublin.ie/statues/molly-malone/,+353(0)16057700,-6.260949959,53.34373992,Dublin,Dublin,Republic of Ireland,"Public Sculpture,Talking Statue"
Inish Beg Island,http://www.inishbeg.com,+353(0)2821745,-9.352918849,51.52125347,Cork,Baltimore,Republic of Ireland,"Bird Watching,Nature and Wildlife,Walking,Island,Offshore Island,Natural Landscape,Cafe,Food and Drink"
Dartfield Country Estate and Horse Museum,http://www.dartfield.com,35391843968,-8.479863,53.219883,Galway,Kilreekill,Ireland,"Agriculture,Nature and Wildlife,Horse Riding,Equestrian,Learning,Museums and Attraction,Cafe,Food and Drink,Activity Operator,Food Shops,Shopping"
O'Gorman's Lane Loop Walk,http://www.irishtrails.ie/Trail/O-Gormans-Lane-/583/,,-7.182288408,52.59235277,Kilkenny,Bennettsbridge,Ireland,"Walking,Natural Landscape"
Newcastle Woods,http://visitlongford.ie/trails/newcastle-woods-walking-trail,353433000000,-7.7261067,53.5621238,Longford,,Ireland,"Walking,Natural Landscape"
Avoca Studio Gallery,https://avocagallery.com/welcome-to-the-avoca-painting-school/,35340235555,-6.2272958,52.8800149,Wicklow,,Ireland,"Craft,Shopping,Art Gallery"
Ross Beach,https://www.blueflag.global/show-site?siteId=6682,35314002202,-9.1982368,54.2327505,Mayo,Killala,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach"
Fethard Folk Farm and Transport Museum,http://fethard.com/attra/Museum.html,3535231516,-7.705323,52.468789,Tipperary,Fethard,Republic of Ireland,"Agriculture,Nature and Wildlife,Cycling,Museums and Attraction,Tour"
The John F. Kennedy Memorial Park,https://www.heritageireland.ie/en/south-east/thejohnfkennedyarboretum//,353469000000,-6.9337067,52.3209882,Wexford,New Ross,Ireland,"Covid Safety Charter,Gardening,Nature and Wildlife,Gardens,Garden"
Inishbiggle - Gubnadoogha Loop Walk,http://www.irishtrails.ie/Trail/Achill-Island---Gubnadoogha-Loop/494/,,-9.908755107,53.99601459,Mayo,Ballycroy,Republic of Ireland,"Walking,Island,Offshore Island"
Heir Island,http://www.heirisland.ie,+353(0)2821489,-9.438843958,51.49624463,Cork,Heir Island,Republic of Ireland,"Restaurant,Bird Watching,Nature and Wildlife,Cycling,Sailing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Discovery Point,Island,Offshore Island,Natural Landscape,Cafe,Food and Drink"
National Photographic Archive,http://www.nli.ie,+353(0)16030200,-6.265378636,53.34518337,Dublin,,Republic of Ireland,"Craft,Shopping,Learning,Photography,Art Gallery"
Altamont Gardens,https://heritageireland.ie/visit/places-to-visit/altamont-gardens/,353599000000,-6.72083739,52.73578131,Carlow,Tullow,Republic of Ireland,"Gardens,Garden,Cafe,Food and Drink"
Wells House & Gardens,https://wellshouse.ie,353539000000,-6.3448596,52.5283829,Wexford,Gorey,Ireland,"Craft,Shopping,Falconry,Nature and Wildlife,Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Shopping Centres and Department Store,Walking,Gardens,Garden,Historic Houses and Castle,Visitor Farm,Cafe,Food and Drink,Restaurant,Food Shops"
General Post Office,http://www.anpost.ie/AnPost/History+and+Heritage/History/GPO+Dublin/,+353(0)17057000,-6.260654,53.349333,Dublin,,Republic of Ireland,"Historic Houses and Castle,Cafe,Food and Drink,Food Shops,Shopping"
Ballinesker Beach ,https://www.blueflag.global/show-site?siteId=6627,,-6.357798,52.3994171,Wexford,Curracloe,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
Pleasure Cruisers,http://www.pleasurecruisers.ie,353863000000,-7.927676154,53.83131319,Leitrim,Roosky,Republic of Ireland,"Cruising,Activity Operator,River,Discovery Point,Boat,Tour"
Carlow Courthouse,http://www.igp-web.com/Carlow/courthouse.htm,,-6.931212085,52.83821114,Carlow,,Republic of Ireland,"Castle,Historic Houses and Castle"
Top of the Rock Viewing Platform Trail,https://facebook.com/rockviewingplatform,+353(0)872989250,-10.25257468,51.96038621,Kerry,Cahersiveen,Ireland,"Photography,Learning,Walking,Natural Landscape"
Athlone Whiskey Tours,http://athlonewhiskeytours.ie/,353852000000,-7.9406898,53.4239331,Westmeath,Athlone,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Learning,Museums and Attraction,Food Trails and Tour,Tour"
Foust Gallery,http://www.sarafoustartist.com,353863000000,-9.293533,52.9398625,Clare,,Ireland,"Craft,Shopping,Art Gallery,Food Shops"
Sandycove Beach,,,-6.116029992,53.28760763,Dublin,Sandycove,Ireland,Beach
Stillgarden Distillery,https://stillgardendistillery.com,35315572777,-6.3239661,53.336205,Dublin,Inchicore,Ireland,"Learning,Activity Operator,Museums and Attraction,Tour"
Legend of the Claddagh Ring,http://claddaghlegend.com,35391562554,-9.0533643,53.272461,Galway,,Ireland,"Craft,Shopping,Museums and Attraction,Food Shops"
Kilcock Art Gallery,https://kilcockartgallery.ie/,35316287619,-6.6682154,53.3998824,Kildare,,Ireland,"Craft,Shopping,Art Gallery"
Drumhome Monastic Site,http://www.donegaldiaspora.ie/place/drumholms-monastic-mystery,,-8.125322417,54.57758752,Donegal,Ballintra,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Cuan na hAisléime (Ashleam Bay),,,-9.9970436,53.957327,Mayo,,Ireland,Discovery Point
Science Gallery Dublin,https://dublin.sciencegallery.com,35318964091,-6.255503181,53.34386166,Dublin,,Ireland,"Covid Safety Charter,Learning,Activity Operator,Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping"
Dumhach Bheag (Dooghbeg),,,-9.7970796,53.893402,Mayo,,Ireland,"Discovery Point,Natural Landscape"
Cloyne Round Tower,http://cloyne.ie/about/round-tower,353215000000,-8.1202974,51.8620116,Cork,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
The Offaly Way,https://www.visitoffaly.ie/Things-to-do/Outdoor-Adventures/Treks-and-Trails/Offaly-Way,,-7.670192776,53.13848542,Offaly,Cadamstown,Republic of Ireland,"Walking,Natural Landscape"
Cléire (Clear Island),,,-9.4922606,51.4387985,Cork,,Ireland,Discovery Point
Balrath Wood,,+353(0)18358022,-6.952315923,53.70557053,Meath,Balrath,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk,National Park,National and Forest Park,Public Park,Nature and Wildlife"
UCC Visitors' Centre,https://www.ucc.ie/en/discover/visit/centre,353215000000,-8.491547,51.892774,Cork,,Republic of Ireland,"Historic Houses and Castle,Museums and Attraction,Food Shops,Shopping,Tour"
Ballynahinch Castle Hotel and Gardens,https://www.ballynahinch-castle.com,3539531006,-9.862961,53.460188,Galway,Recess,Ireland,"Restaurant,Walking,Castle,Historic Houses and Castle,Gardens,Garden,Food and Drink"
Rush Beach,,,-6.085017801,53.52901043,,,,Beach
Mullaghroe Beach,https://www.blueflag.global/show-site?siteId=6679,35314002202,-10.07506985,54.1409313,Mayo,,Republic of Ireland,"Bird Watching,Nature and Wildlife,Swimming,Swimming Pools and Water Park,Venue,Beach"
Stradbally Hall and Demesne,https://www.stradballyhall.ie/history,353868000000,-7.155546,53.0106018,Laois,Stradbally,Ireland,"Fishing,Angling,Photography,Learning,Activity Operator,Historic Houses and Castle,Venue,Music,Tour"
Fruitlawn Garden,http://www.arthurshackleton.com/fruitlawn.htm,353579000000,-7.400687,52.906624,Laois,,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Tour"
Howth Writing Workshops,https://www.laraobrien.com,353853000000,-6.066913,53.3871806,Dublin,Howth,Republic of Ireland,"Learning,Activity Operator,Literary Ireland"
Russborough House  and Parklands,https://www.russborough.ie,35345865239,-6.569867,53.14121,Wicklow,Blessington,Ireland,"Historic Houses and Castle,Gardens,Garden,Venue,Music,Cafe,Food and Drink,Tour"
St. Mel's Cathedral,http://longfordparish.com,353433000000,-7.796213069,53.72683946,Longford,Longford Town,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Christ Church Castlebar,http://www.tuam.anglican.org/aughaval-westport/castlebar-christ-church,,-9.299977,53.854419,Mayo,Castlebar,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Heywood Gardens,http://www.heritageireland.ie/en/midlands-eastcoast/heywoodgardens/,353579000000,-7.3005142,52.884145,Laois,Ballinakill,Ireland,"Gardening,Nature and Wildlife,Photography,Learning,Walking,Historic Houses and Castle,Gardens,Garden,Natural Landscape"
Skryne Church,https://www.skryneandrathfeighparish.ie/,3530470000000,-6.5631088,53.5859852,Meath,Skreen,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Rattoo Round Tower,https://www.gokerry.ie/rattoo-round-tower/,,-9.650194,52.4426651,Kerry,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
George Salmon,http://www.talkingstatuesdublin.ie/statues/george-salmon/,,-6.25735238,53.34455452,Dublin,,Ireland,"Public Sculpture,Talking Statue,Tour"
Camp Beach,,+353(0)667121288,-9.922619032,52.22567895,Kerry,Camp,Republic of Ireland,Beach
Liss Ard Gardens,https://lissardestate.ie/,3532840000,-9.25326172,51.53755547,Cork,Skibbereen,Republic of Ireland,"Walking,Gardens,Garden"
The Flying Alpaca,https://flyingalpaca.com/,353838000000,-9.580199567,52.64452556,Clare,Kilkee,Republic of Ireland,"Agriculture,Nature and Wildlife,Learning,Visitor Farm,Activity Operator"
Ulster Canal Stores,http://www.ulstercanalstoresvisitorcentre.ie,3534752125,-7.236207,54.175851,Monaghan,Clones,Ireland,"Covid Safety Charter,Craft,Shopping,Photography,Learning,Historic Houses and Castle,Cafe,Food and Drink,Tour"
Carlow Cathedral,http://www.carlowcathedral.ie,353599000000,-6.927924,52.837005,Carlow,Carlow Town,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Ballynahow Castle,http://irishantiquities.bravehost.com/tipperary/ballynahow/ballynahow.html,,-7.8785802,52.6930716,Tipperary,,Ireland,"Castle,Historic Houses and Castle"
Carrowtemple,http://www.earlychristianireland.net/Counties/sligo/carrowtemple,353719000000,-8.517817239,53.98433101,Sligo,Gurteen,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Rosleague Manor and Gardens,http://www.rosleague.com,3539541101,-9.9844223,53.5504472,Galway,,Ireland,"Restaurant,Walking,Gardens,Garden,Food and Drink"
The Ewe Experience - Sculpture Garden,https://www.theewe.com,3532763840,-9.569091,51.777399,Cork,Glengarriff,Ireland,"Art Gallery,Gardens,Garden"
Inishbiggle - Bull's Mouth Loop Walk,http://www.irishtrails.ie/Trail/Achill-Island---Bull-s-Mouth-Loop/495/,,-9.900782034,53.99511637,Mayo,,Republic of Ireland,"Walking,Island,Offshore Island"
Trá an Doilín Beach ,https://www.blueflag.global/show-site?siteId=6686,35314002202,-9.598881194,53.26415911,Galway,Carraroe,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach,Natural Landscape"
Whiskey Island - Dublin Distillery Trail,https://www.whiskeyisland.ie/dublin-distillery-trail/,35316877747,-6.2595459,53.3442059,Dublin,Dublin,Ireland,"Activity Operator,Museums and Attraction"
Redwood Castle,http://www.redwoodcastleireland.com,353949000000,-8.10585,53.138996,Tipperary,Lorrha,Ireland,"Photography,Learning,Historic Houses and Castle,Castle,Tour"
St. Moling's Trail - Driving Route,http://carlowtourism.com/,+353(0)599131554,-6.927646676,52.6008546,Carlow,,Ireland,"Activity Operator,Church Abbey,Monastery,Churches,Abbeys and Monastery,Historic Houses and Castle,Museums and Attraction,Ruins,Tour"
Clogher Castle,https://www.cloghancastle.ie,353719000000,-8.51182,53.9373,Sligo,Monasteraden,Republic of Ireland,"Castle,Historic Houses and Castle"
St John's Cathedral Sligo,http://www.sligocathedral.elphin.anglican.org,353719000000,-8.478143,54.270235,Sligo,Sligo Town,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Teach Bán Nua Artist Gallery,https://teachban-artgallery.com/,353895000000,-8.4948029,54.32611,Sligo,,Ireland,"Craft,Shopping,Art Gallery"
Ballybunion South Beach ,https://www.blueflag.global/show-site?siteId=6642,353667000000,-9.684991112,52.49085217,Kerry,Ballybunion,Republic of Ireland,"Bird Watching,Nature and Wildlife,Surfing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Discovery Point,Natural Landscape,Sports Venues"
Roonagh Pier,,+353(0)9825711,-9.9038798,53.761692,Mayo,Louisburgh,Ireland,Embarkation Point
Athy Heritage Centre & Museum,http://www.athyheritagecentre-museum.ie,353599000000,-6.9832541,52.9916784,Kildare,Athy,Ireland,"Photography,Learning,Tracing Your Ancestors,Historic Houses and Castle,Museums and Attraction,Shopping,Tour,Walking"
Ballybeg Augustinian Priory,https://buttevantheritage.ie/poi/ballybeg-priory/,,-8.6698297,52.2195337,Cork,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
The Táin Way,http://carlingfordandcooleypeninsula.ie/carlingford-activities/walking-trails/t%C3%A1in-way,+353(0)429373033,-6.39708,54.004607,Louth,Carlingford,Republic of Ireland,"Walking,Natural Landscape"
Genealogy Service National Library of Ireland,https://www.nli.ie/en/intro/family-history-introduction.aspx,35316030200,-6.25509,53.340139,Dublin,Dublin City Centre,Republic of Ireland,"Learning,Tracing Your Ancestors,Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping"
The Western Light Art Gallery,http://www.seancannon.ie,+353(0)9843325,-10.0750834,53.9767929,Mayo,,Republic of Ireland,"Craft,Shopping,Art Gallery"
Mayo Memorial Peace Park,,,-9.29607379,53.85035189,Mayo,Castlebar,Republic of Ireland,"Tracing Your Ancestors,Public Park,Nature and Wildlife,Public Sculpture,Fast Food,Food and Drink,Restaurant"
Monicknew Trails,http://www.irishtrails.ie/Trail/Monicknew---Valley-Walk/256/,,-7.546328954,53.07598412,Laois,Clonaslee,Ireland,"Walking,Natural Landscape"
Galway Arts Centre,http://www.galwayartscentre.ie,35391565886,-9.057248,53.2709401,Galway,,Ireland,"Craft,Shopping,Learning,Art Gallery,Historic Houses and Castle,Activity Operator"
Pearse Lyons Distillery,https://www.pearselyonsdistillery.com/,+353(0)16916000,-6.2896018,53.3436846,Dublin,Dublin City,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Activity Operator,Museums and Attraction,Artisan,Cafe,Local Produce,Food Shops,Shopping,Tour"
Railway Preservation Society Of Ireland,http://www.steamtrainsireland.com,+353(0)14800553,-6.152749,53.282627,Dublin,,Republic of Ireland,"Transport,Activity Operator,Museums and Attraction,Coach,Road"
Dysert O'Dea Castle & Clare Archaeology Centre,http://www.dysertcastle.com,353657000000,-9.0663787,52.9113842,Clare,Corofin,Ireland,"Walking,Castle,Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping"
Ballymacool Town Park,http://www.donegalcoco.ie,+353(0)749194297,-7.736715873,54.9511565,Donegal,Letterkenny,Ireland,"Walking,Natural Landscape,Public Park,Nature and Wildlife"
National Museum of Ireland - Archaeology,https://www.facebook.com/NationalMuseumofIreland,+353(0)16777444,-6.254925254,53.34022087,Dublin,,Republic of Ireland,"Craft,Shopping,Learning,Museums and Attraction,Cafe,Food and Drink,Food Shops"
Maynooth Castle,https://www.heritageireland.ie/en/midlands-eastcoast/maynoothcastle,35316286744,-6.5943469,53.3808581,Kildare,Maynooth,Ireland,"Photography,Learning,Walking,Historic Houses and Castle,Castle,Museums and Attraction,Ruins,Literary Ireland,Venue,Music,Tour"
Knockreer House And Gardens,https://www.killarneynationalpark.ie/,353647000000,-9.5242233,52.0592664,Kerry,Killarney,Ireland,"Bird Watching,Nature and Wildlife,Gardening,Learning,Photography,Walking,Gardens,Garden,National Park,National and Forest Park,Natural Landscape,Public Park"
Trinitarian Monastery,http://www.adareparish.ie,35361396172,-8.788871,52.564855,Limerick,Adare,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Crotty Church,http://www.irishidentity.com/extras/clergy/stories/crotty.htm,,-7.9140512,53.0940964,Offaly,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kells High Crosses,http://www.megalithicireland.com,35318358022,-6.879369,53.727585,Meath,Kells,Republic of Ireland,"Photography,Learning,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Glen Keen Farm,http://www.glenkeenfarm.com,353876000000,-9.787326,53.688361,Mayo,Louisburgh,Ireland,Visitor Farm
Lough Hyne,,,-9.3035692,51.506063,Cork,Skibbereen,Ireland,Discovery Point
Meeting Place,http://www.talkingstatuesdublin.ie/statues/meeting-place/,,-6.26328888,53.3467344,Dublin,,Ireland,"Public Sculpture,Talking Statue"
Tom Crean Brewery Kenmare,https://www.tomcreanbrewerykenmare.ie/,353647000000,-9.5807988,51.8792213,Kerry,Kenmare,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Museums and Attraction,Artisan,Local Produce,Pubs and Bar,Food Trails and Tour,Tour"
Gallarus Oratory Visitor Centre,http://www.heritageireland.ie/en/south-west/gallarusoratory,353669000000,-10.349411,52.172722,Kerry,Gallarus,Republic of Ireland,"Covid Safety Charter,Museums and Attraction"
Ekotree Knitwear,https://www.ekotreeknitwear.store,353833000000,-9.3635258,53.0248667,Clare,Doolin,Ireland,"Craft,Shopping,Learning,Shopping Centres and Department Store,Art Gallery,Museums and Attraction,Food Shops"
Michael Budd Blacksmith,http://michaelbudd.ie,353877000000,-8.376667,54.079911,Sligo,Castlebaldwin,Ireland,"Craft,Shopping,Art Gallery"
Macalla Farm,https://macallafarm.ie,353873000000,-9.9754118,53.816232,Mayo,,Ireland,"Food and Drink,Restaurant,Learning,Activity Operator,Island,Offshore Island,Artisan,Local Produce,Vegan,Vegetarian"
Inis Bó Finne (Inishbofin Island) - Galway,,,-10.212838,53.614235,Galway,,Ireland,Discovery Point
Teach an Phiarsaigh (Pearse's Cottage),http://www.heritageireland.ie/en/west/ionadculturthaanphiarsaighconamara/,+353(0)91574292,-9.61851959,53.38835588,Galway,Rosmuck,Ireland,"Learning,Discovery Point,Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink,Tour"
Doolin Pier,,,-9.4045007,53.015342,Clare,Doolin,Ireland,Embarkation Point
Sligo County Library,https://sligolibrary.ie/,353719000000,-8.472651,54.2727356,Sligo,,Ireland,"Learning,Tracing Your Ancestors,Literary Ireland,Activity Operator"
Castlelyons Dominican Friary,http://irishantiquities.bravehost.com/cork/castlelyons/castlelyons.html,,-8.2335,52.089393,Cork,Castlelyons,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Seefin Viewpoint,,,-9.710927,51.595522,Cork,Kilcrohane,Ireland,Discovery Point
Joan Clancy Art Gallery,https://www.joanclancygallery.com/,3535846205,-7.597627767,52.05715185,Waterford,Ring,Republic of Ireland,"Craft,Shopping,Art Gallery"
Newtown Castle,https://www.newtowncastle.com/history,353657000000,-9.1693861,53.1033782,Clare,Newtown,Ireland,"Walking,Castle,Historic Houses and Castle"
Richmond Barracks,http://richmondbarracks.ie,+353(0)12228400,-6.316201402,53.33853259,Dublin,Inchicore,Ireland,"Covid Safety Charter,Learning,Activity Operator,Museums and Attraction,Cafe,Food and Drink,Tour"
Minard Castle,http://www.megalithicireland.com/Minard%20Castle.html,,-10.1104518,52.1260249,Kerry,Kilmurry,Ireland,"Castle,Historic Houses and Castle"
Sean Burns Gallery,http://www.seanburnsdesign.blogspot.com,+353(0)949372626,-8.996791,53.712736,Mayo,Claremorris,Ireland,"Craft,Shopping,Art Gallery"
Royal Oak Distillery,https://royaloakdistillery.com,353599000000,-6.9803905,52.7023374,Carlow,,Ireland,"Covid Safety Charter,Museums and Attraction,Food Shops,Shopping"
Díseart,http://www.diseart.ie,353669000000,-10.270519,52.1418479,Kerry,Dingle,Ireland,"Learning,Church Abbey,Monastery,Churches,Abbeys and Monastery,Gardens,Garden"
Giles Norman Photography,http://www.gilesnorman.com,353215000000,-8.522055,51.70445,Cork,Kinsale,Ireland,"Covid Safety Charter,Craft,Shopping,Photography,Learning,Art Gallery,Food Shops"
Caher Bridge Garden,https://www.facebook.com/pages/Caher-Bridge-Garden/173040762714810,353657000000,-9.2510881,53.118571,Clare,Fanore,Ireland,"Gardens,Garden"
Ballymurrin Quaker Farmstead,http://www.ballymurrinquakerfarmstead.eu,35340448206,-6.1066529,52.9341601,Wicklow,,Ireland,"Agriculture,Nature and Wildlife,Historic Houses and Castle,Museums and Attraction"
Glenview Folk Museum,http://glenviewmuseum.ie,353720000000,-7.7977659,54.0270155,Leitrim,Ballinamore,Ireland,"Restaurant,Museums and Attraction,Food and Drink,Pubs and Bar,Tour"
